lang,phonemes
no,ʏ z n ð e ɾ ɒ kʰ uə a ɳ d ɒ
no,ɴ iː s̪ ɻ̩ a iː p ʁ ɾ
no,o ɾ tʂʰ i n tʂ e s̪ ə o uə tʰ uə ʂ ʌ k o ŋ̟ m e f lʲ a ʌ b lʲ ʌ ɴ
no,p uə k uə n a ɴ ɒ ʂ ɻ̩ t̪ iː ð ɹ̩ ʂ o ɴ a o f l a ð e
no,i p o ɴ o m s p e ɾ t a ɴ ʌ k o uə tʂ ʌ n ɨ ɒ ʁ o t ɒ lʲ e iː
no,ɾ e k l ɒ ɾ œ uə lʲ j e s̪ iː ɴ m uə a i j o uə l̪ b̤ ɛ b a lʲ e p uə ʂ ə
no,b̞ a k s p o ʁ o m lʲ e ŋ a ɪ l s ɔ m pʲ ij ɪ n ɛ s
no,l i t̪ʰ e ð a ɳ a ɴ ʂ ɻ̩ t æ ɳ k a ɾ ʌ ŋ m
no,ʂ ɻ̩ n iː ʌ n ɔ l ɾ ɟ iː m e t̪
no,ɒ ɔ ɒ
no,m a l̪ iː m æ d n m w ʌ n ɒ l g ɾ ə g ɛ ɾ ɒ v ʌ h a uə p uə b̥ iː g n iː ʌ
no,ɛ n ɪ e ʂ t uə æ n e k tʰ a m a ʂ o k e ʂ a p o m ɪ t o k o p uː s e tʰ e a tʂ
no,ɔ l̪ ð ə m uː j ə ʁ tʂ i ɕ t ɹ̩ t f ɹ̩ ʂ t ɻ̩
no,o ŋ̟ m ɒ ʂ ʌ ɴ b i tʰ a l̪ a ɒ ɾ p a o n ʌ n o n s ɪ s k a t̪ ɾ e
no,ɒ ɳ n k lʲ ɪ l a n ɒ f uə p j ə ð uə p i ə ɴ ð d ɪ k a ŋ ʂ k͡p̚ i m i
no,ɒ o u m lʲ i k e p a ʂ o ŋ s a b̞ e ɪ a s uə
no,tʲ e s k͡p̚ ʏ e lʲ ɪ t͡ɕ ə n ɪ b̞ ɾʲ ɪ e n b̞ o uə ð e s t̪ i s t a p̚ ʂ ɒ o p e ɾ ɒ o p̚ tʂ uə
no,t i a ð æ tʰ ð ɛ ɾ h ɪ s m ɛ s n u ɾ ɔ n
no,a ɒ ɳ ɨ s̪ ə m tɕ j
no,ɒ ɪ ɡ uə p a l ɒ ŋ ɕ i a ŋ ð ɪ o a ɒ i n f a ɾ ɒ a d uə o lʲ ʌ e n ʂ ʌ d a lʲ ɪ tɕ i lʲ o uə s ɾ
no,o ʁ e n tʂ e g a ð j a k͡p̚ iː ɴ ʌ m uə t ɪ o æ k l i
no,i ʁ a ɾ n d a
no,x ʌ b̞ uə o p i a ɪ j o ŋ x a o t e æ b̤ iː l iː l iː p ɒ ɴ t ɹ̩ t̪ uə ɾ a ɪ ɹ̩
no,ʔ o ɒ lʲ ɤ̆ t̪ uə tː ʌ m ɒ ɴ ɒ a t͡ɕ ʌ d uə s̪ ɒ n ɳ iː
no,ʔ ʌ s u ʂ ɻ̩ n p ɒ o s k͡p̚ uə lʲ ɪ e ɾ ɒ a b̞ a m uə o t̪ uə o uə tʰ i j iː uə a t i æ a
no,ð i ə a ɒ lʲ o uə ð ʌ tʲ
no,m ij j a n e ʃ iː l̪ i t̪ ʌ tʰ h ɒ
no,ʔ ɒ b ɒ ɳ ʔ u m d̪ iː j o ɒ ɾ ә s̪ t ɯ
no,k͡p̚ iː ɴ d ɒ ɳ n ɒ m ɒ s ɒ j s iː s t ɪ
no,t͡ɕ æ ə j ʏ uə t̪ ə f uə a ɴ ɒ a m e ʂ ɒ b a o ʂ i ʂ ɻ̩ i
no,ɒ ɴ ɻ e v ɒ o j ʌ ɴ i a ɒ t a o d̪ i æ ɴ d i æ kʰ o ŋ ŋ̟ p uə ʂ ɒ ð ɒ o ʂ o ŋ̟ x ɒ l̪ ɖ̤ e
no,ts uə o ɾ ɻ̩ ʂ e k a o b̤ e ɪ i ɴ lː a o m ʌ s̪ o t uə œ ɾ uə
no,n ɒ ɛ b̞ e ɪ tɕ i m iː ʂ o uə pʰ i ʁ o s̪ i œ ə ɾ ʐ ɒ t ɪ s e n ɴ iː lʲ ɪ
no,n o a i s t o t ɨ ɾ b̞ o t̪ e s k ʌ f uə o f o ɾ t ʌ s i t e m j a ɴ ɪ ŋ ɒ v ʌ
no,ɒ n h a iː s̪ o ɴ ɒ ŋ ɴ ɒ f uə l a ŋ s̪ ɒ ʂ ʌ ð e ɾ ɒ tʂʰ u n a ɳ iː s̪ ʌ t͡ɕ i
no,m æ n a ʃ t͡ɕ ɒ m ɛ ɴ d iː uə ɕ j ɛ ɴ b̤ ɹ̩
no,ʔ tʰ ɒ
no,ʔ æ ð ɪ ɾ ɒ n e ɾ ɒ ә
no,ð e t̪ ɒ n ij j æ t̪ uə ɹ̩ i e tsʰ æ n ɴ ɒ ʂ k͡p̚ ʌ ɴ d uə a ɒ o
no,ij iː k k͡p̚ j e b l lʲ i j b̞ uː ð e æ t̪ tsʰ ɒ ŋ̟ ʔ ɒ ʁ ɒ l̪ s̪ uə p ɒ f ɹ̩ p uə l̪
no,ɛ ɴ s̪ o ʁ ɒ t͡ɕ ә m ә ɴ a f ɒ ʔ iː ʂ j iː ʔ o m ɒ k͡p̚ ɒ n ɒ ɳ iː k͡p̚ ɒ n ɒ j o
no,w ɛ tʰ ɳ e k k͡p̚ ə l tʲ ɨ b̥ ə ɾ ə s t uə ɳ d b t̪ iː ɒ l̪ ә d ɨ ɾ iː b̥ ɒ j iː tʂ ʌ s ɒ j
no,ɒ ɕ i tʂ ɒ ʁ v ʌ ɻ uə b̞ uə s u l̪ b̥ ʌ
no,d͡ʒ ɒ m uə o tʂ ɹ̩ tʰ uə ɒ o a ɒ l̪ ɡ ʀ ɪ ð i s m uə j o uə d ɾ a ŋ k͡p̚ e y n o s
no,ɒ ɳ ɒ v m ʌ l̪ lʲ iː k iː s ʌ m b̥ ʌ ɾ ɒ l̪ æ ɪ lʲ e
no,n u ŋ ɡ o ŋ ɳ e ɪ m o ʁ ð e tʰ o l̪ uə ŋ pʲ iː f uə ɾ e ɾʲ e ɡ a m æ ɾ ʁ ɒ ʂ uə ʂ ɒ l̪ i
no,ɒ j ɨ s ɪ k s ʔ ɒ s ə l i s ɛ g ɒ ŋ ɲ j
no,f ɔ l̪ ð ɛ tʰ tʂ ə s t ɪ k ə
no,k ʌ s k a p ʌ n ɳ e k s t ɾ ʌ b i ɾʲ ɪ ð ɪ ʂ ɒ s̪ ɻ̩ s̪ e t ɪ ʐ u n
no,ð ɛ b iː ə b̥ ə l s ɒ j ɒ ð ə m ɛ n s ʌ m lʲ i k̟ʲ iː m ə m ɛ n iː t͡ʃʲ ɒ
no,ʔ a ɒ a ɒ e s t̪ uə o e t uə o a o ʌ ɒ
no,θ ɒ ɾʲ i iː j i ɔ ɾ ʁ ɒ s̪
no,n æ tʰ w ɛ a b̥ ɛ uə tʰ tʲ u
no,a ɨ ɒ a ʔ iː n m iː
no,l u l̪ m ɒ n ɳ ʌ x o tʂ æ n k uə ɔ ɾ tʂ e æ ɾ
no,k͡p̚ b ɒ æ ŋ s ɒ ɴ tɕ iː s̪ t u b uə lʲ iː s k uə l̪ z a ʁ t e
no,ɒ s̪ u i ts æ ɾʲ e a i a ɳ iː k m æ ɳ
no,k o m ʌ s s̪ o n t ɨ t ɨ k uə o ð e ɕ a
no,ʔ ɒ u o ɒ d s ɪ t͡ɕ i s iː d i j e ʂ uə ɒ
no,e ɾ i ʝ e ɾ ɪ e n x o s a p t ɨ ð a tʰ iː uə tʂ b̞ o k s o n k ɒ s ɪ ɒ t uə o k o ŋ k uə e ɾ ɪ
no,t͡ɕ i æ ɴ d ɒ ɻ ɒ ŋ ɴ d a o m ɒ ʌ b̞ o t͡ɕ i æ ɒ ɪ
no,tʂ ʂ ɻ̩ tʂ ɨ kʰ o l̪ tɕ i o uə i l i iː f l a o ɴ x a o v o m ʌ ʀ ɒ ð e o tʂ ɒ ɪ l
no,s̪ a n l̪ l e s̪ ɯ b̞ ɒ ɾ d ij j a y n d e d uə ʂ t ɒ ʁ ɒ l̪
no,u s̪ æ ɾʲ o uə ɴ iː o ɻ̩ ɾ ɒ m a e ɪ s ʌ ɡ o l̪ lʲ ɪ
no,ɒ s iː t̪ t æ ɾ ɑ k l ʌ m ð ɹ̩ u l f uə ɾ i tʲ k iː b̥ j u ʂ ɻ̩
no,ʌ i l̪ i ŋ ʔ ʌ n b i ɳ d ʌ ɾ m ʌ ts uə ɾ ɻ̩ ɻ a ŋ s uə o l̪ ə m ʌ ð a ɾ
no,m o ʁ uː ʂ k͡p̚ ɒ l̪ v e lʲ e æ ɾ o
no,ɒ v uə tː uə lʲ ə ɟ i æ b̞ uə l g e b̞ o uə t e ʂ ə n d e tʰ i
no,ɒ n ɒ ŋ m ә ʂ ɪ
no,p e k͡p̚ ɒ
no,i j æ ɴ d ð ə m e k a
no,e k i ə n o i t̪ i o tɕʰ i œ ɾ ɪ j ʌ n
no,ɒ t̪ʰ iː s l æ tʰ t ɤ ts o t ɑ ɹ tʰ k ʌ m t ʌ k m ɔ l̪ s l i k iː
no,ʔ ɒ b̥ a x ɒ o f ʌ ɴ lʲ iː t ɪ pʰ i ɴ iː ð e ð ɒ e ʌ
no,uə t a ð ɒ ð e tʂ ɨ
no,x o ð ʌ ɕ i æ ʁ k͡p̚ ʌ f a n m o uə ʂ ɻ̩ d iː
no,ɴ ɨ x ɒ ɾ ɒ x ɒ n p ɾ o ŋ d e
no,ʁ e j ɪ t̪ʰ æ t
no,k͡p̚ ɔ s d̪ ɤ m s r ɒ m a ɴ m ɒ t̪ ʌ v ɾ ɒ d a m e
no,b̞ u s m æ ɾ j e n t ɾ e s o lʲ t̪ a ɾ ɒ o p̚ s̪ ɪ iː l ɪ s ɪ ɡ e ð e ɾ e t e l i ɴ
no,a k͡p̚ ɔ ɒ a ɳ a
no,ɛ ʂ ɻ̩ ð ɪ b̞ ɒ ŋ b i æ ɻ ʌ n f uə e ɾ o m ə ɪ o m t i ə ɴ ɪ t a o
no,s̪ ɔ ŋ ɡ̤ ɒ d ɒ
no,ʏ ɾʲ iː tʰ k ʊ d v ɪ n ə m ɛ n s t ɑ n s l ʌ g iː n ə s ɒ j ɾ ʀ uə
no,s ʌ m ɒ ɾ ʌ s̪ ʏ k ʌ p ɑ ɹ ɾʲ i s o w ŋ̟ æ
no,t̪ ɒ ʌ t kʰ ɒ o uə l a ʌ tʂ uː k ʌ p iː j n m iː n t a n g ʌ t̪ ɾ a n e
no,b̤ e ɾ k ɒ p uə ʂ ɻ̩ t ʌ m a s o t ɒ t ɾ ɒ m ɴ u ʂ o ɒ uə ʂ uː
no,ɾ ɒ t ɾ uə p j æ p ɒ s ɔ ɴ ɒ m j iː k iː s̪
no,o k e
no,i ɴ ɔ̃ ŋ o k a ŋ d o ŋ ɒ ɪ l e kʰ ʌ ŋ b iː o ð e ɪ d ɨ ə d ɒ v ʌ n lː ɒ o t̪ lʲ e ɾ ð a ɪ
no,ɛ l̪ lʲ ɛ ð s t t̪ e l pʲ e l d ɪ s̪ uə o s ɪ ə a m e l̪ t ʌ n b̞ j e ɴ
no,iː n ɡ uə uː ɾ ɒ o e æ tʲ ɪ i iː ɻ o uə s uː p o uə p a lʲ ɪ t͡ɕ iː o
no,j i ʁ ɴ uə iː t̪ʰ o t ә ɾ ɒ ð ʌ ʂ uə pʰ ʏ tʂ e ɕ iː
no,f uə tʰ o l̪ k͡p̚ ɒ f a t̪ iː o ð e o ð e
no,m i lʲ a o d ɪ ɾ ʌ ŋ n ɪ f e ɪ t ʌ l i ʂ m ʌ n d a o b̞ ɾ ɪ p a n t e ʂ ʌ ɴ tʂ ɒ o ʂ ɻ̩
no,m ʌ ɴ n d iː b̞ i d i g e ɾ o s uː s uə p ɒ x a o g i e o b̞ ɾ ɪ ɾ n ɒ
no,d a ɾʲ ɒ a ɴ iː l ɪ b a ŋ tʰ e tʂ e s a j a i a
no,ð ɤ ɾʲ e ə ɪ t̪ʰ j ɒ
no,ɔ l̪ ә m i t̪ u s̪ a ʁ k iː m ɒ s uː b̞ e ɾ l ɪ s t a b̞ ɒ o s ɴ ʌ i iː p a o
no,k͡p̚ uə o k͡p̚ i e ɾ e b̞ iː ʂ ɒ tː iː ɴ uə e n l o ɡ j uə ɴ x a ɪ v̞ʲ uə p ɒ o tʰ ɪ lʲ e ɕ i ŋ
no,p a ʁ m o a tʂ uə tsʰ a tʂ e ɾ a n k e n ɴ t e s̪ a u tʰ n a u n ɡ ɾ e p uə t iː tʂ ɻ̩ ʂ ɒ ŋ ʐ l lʲ e
no,ʌ b̞ e tʂ ɾ uə a tɕ i æ n a ʂ l o s p ɪ tɕ ʌ ŋ s̪ ə t͡ɕ i æ tʂ ə b̞ ɒ o pː a ɲ æ
no,ɒ ŋ̟ ә ɥ uː j s̪ œ lʲ e m i j e d̪ ɨ ɾ a uə t̪ ʌ b̞ ʌ ɾʲ iː
no,v ɛ t ʁ ɾ ʏ ts ɪ ŋ k p uə a d ɔ s ts ɹ̩ f i n ɛ s v ɪ n d ə b̞ æ ɾ k ɛ s t ɪ m ɔ b ɾʲ ɪ
no,ɴ ɒ æ v e o b̞ ɒ i o ʌ ð ɾ ɒ l̪ ɪ tʲ
no,uə t̪ ɪ m ʌ ɲ j ɒ e ts a ʂ ɴ ɨ t̪ ɴ ɪ n ŋ t a lʲ iː ʂ iː k ɻ̩ l a ɾ ɪ k o m i
no,s̪ lʲ e ʔ u t ɒ ɛ p a k ʌ ɳ d̪ u ɾ r ɔ ɴ i ts ɒ ә d ɒ o
no,ә m s uː n a l̪ k͡p̚ ɔ n m uː t̪ t j iː s t l ɒ ɛ t̪ f ɔ n d uː ɾ j iː x ɒ b̞ ɒ ʁ t ɒ
no,t̪ʰ ɨ ɾ m uə l̪ ɾ ə b̞ ɒ l̪ ә m ɒ
no,ʔ ij j ɒ s̪ ʌ ŋ̟ ә m a uə
no,ɒ b uː p ɒ t͡ɕ ɒ t ә ɾ iː ɴ ʌ k o ŋ lʲ ɪ e j uə a
no,ij o ɴ uə ɾ ɪ ʂ a iː ð æ n
no,lʲ e ɴ j æ ɴ s uə o s æ ɪ ð ɪ x a ɾ ɒ o t̪ ɪ n i b̞ o k e l f e l ɪ ɡ uə
no,t͡ɕ ij ʔ ɒ
no,b œ ʏ ð ɒ
no,a f uə ɾ e ʂ e ɡ ɾ a ŋ tʂʰ uə e lʲ ɪ t i lʲ e i lʲ a n o m b̤ ɾ e m u n uː e a v ɪ l o s uː b̞ e ɾ ɪ
no,o uə s o uə t ɪ tʂ e ʂ iː k uə l ɒ ŋ m i h o ɴ tɕ i ə n l̪ a m iː
no,ʔ ɛ d ɒ ʔ ɛ k͡p̚ i k͡p̚ ʌ ʂ ɻ̩ f ɒ ɳ
no,æ lʲ i o s a lʲ l b̞ j e ɾ a s ɕ i e t̪ m o a lʲ ɪ tʂ e s ð ɻ̩ ɡ e p a t a e x iː s k ə
no,l̪ d e d ɔ ʁ ʂ ɔ ʁ s ɛ l̪ ɒ n t̪ uə ɾʲ e l̪ lʲ iː k͡p̚ uə
no,ɪ n t uː m e æ a m ʌ s ʌ p ɾ o ɒ b̞ o s̪ ɻ̩ b̞ a b̞ e n ɪ ɾ a m a m u s̪ ɪ f e lʲ ɪ f o uə g ʌ
no,ɾ ə ð ɹ̩ m ɪ z m iː ɛ s t s t ɛ tʰ ð ɪ s ɡ ɪ ð ə pf a j tʲ n iː
no,o m ɪ a v æ ɪ t e k iː ð a ɒ l a k e ʌ l̪ uə tʂ ɻ̩ ʂ ɒ ŋ t͡ʃʲ e s m iː
no,ɒ b̞ e ɴ ɲ i a v uə e ɪ ɾ ə m a ŋ ɡ iː f a ŋ t ɪ ʂ uə n b̞ i t̪ o a o
no,t a o k͡p̚ iː ɴ ʌ j ɒ k͡p̚ ɪ p o n ɾ ʌ l̪ e ɪ ʂ a ŋ tɕ iː ɴ
no,t̪ʰ æ t̪ d͡ʒ ʌ k͡p̚ o d ә ɴ d ɨ b̤ ɨ k͡p̚ ʌ d͡ʒ y k͡p̚ ɔ ɴ t͡ɕ e k͡p̚ ɔ ɴ ɟ iː
no,ʔ ʌ s̪ o l̪ b iː s̪ t ɨ ɾ ə x ɔ lʲ
no,d ɒ t ɛ k t ɒ m
no,ʁ t̪ uə k f o n a ɾ iː n tʂ e s i t̪ w a ʂ uə n m a n ʌ s f e ɾ e l ɾ ə ɛ l m ʌ s t e f a ɴ
no,s t uə tʂ ɨ ɲ i æ n s o m æ ɾʲ i m ʌ t ɹ̩ f uə l̪ lʲ ə ɾ i t o ŋ t ə s æ ŋ ɕ ɪ ŋ iː ə n
no,ts uə o ə i k a ŋ d ɒ o uə ts ɪ l a o g æ
no,tʂ o ŋ̟ b e æ n ɳ ʌ n ɨ ŋ b̞ ɪ t i a ŋ s a o ʂ o ŋ̟
no,ʌ t̪ʰ ə a d ʌ
no,s̪ ɾ o ʂ uə ɒ a k͡p̚ ʌ e ɴ d t a t ɨ m o t̪ ʌ ð tʰ a l̪ ð ɪ e lʲ ɪ i t ɾ o uə lʲ e
no,o s uː ŋ̟ o s ɒ ɪ ɾ ʌ ŋ b̥ ɾ a t i s̪ o ŋ a ʂ ɻ̩ f i
no,s ɪ f uə k a ɾ e tʂ ə f ʌ ɾ ə a o ʂ iː d ʌ ŋ tʂ iː k͡p̚ uə o t̪ ɾ ɒ ɡ o uə d i j a
no,n uə o l a b̞ ʌ m a s iː a p uə b̞ e s̪ ɪ ɾ e i m o b iː l ʌ ɾ s e
no,ɪ d t͡ɕ i ʔ ɒ a x u ŋ̟ t a
no,tʂ lʲ i h æ v ɑ ɹ
no,iː tɕ i m e ɾ tʲ ɪ t̪ tsʰ uə ʂ ɒ n t̪ tʂ ɻ̩ b̞ j æ ɾ m i t i m ə n p uə t
no,b̥ ʌ ɪ n ɴ i æ i ɕ i æ n d ɪ ɳ o x o l̪ m a ɪ tʂ ə
no,f uə æ v ɹ̩ ʂ ʌ ʁ p ʌ ts ɒ ɪ d ɪ ɾ i v ʌ n ɪ z o ŋ k ʌ m ɒ n tʂ e
no,b i ə d iː h ɔ tʰ u uə n a s̪ o
no,a b̤ ɾ æ d ʌ m uə s ɪ s p ɾ o n tʰ iː n a ʂ ʌ b̞ ʌ t̪ æ k a ŋ m a n
no,d ɪ m p l ɑ k t ə s k ɑ k͡p̚ d ə s k ə b̞ ɒ ɾ ə p ə l ɛ n d m ɔ ɹ t̪ ә ə n
no,f o k͡p̚ e ʀ ɒ ɾ ɒ ŋ lʲ e æ ɟ iː tʂ e ʂ uə b̤ ɪ
no,tʂ ə tɕ i ɒ o s̪ uə lʲ e
no,ɒ x a ɴ ts uə ʌ ɾ ə f i iː ɴ iː uə tʂ ʌ b̞ uː f uə ɡ æ t ɪ s o ɴ n ɒ t̪ uː ʂ e i ɒ l̪ e
no,ʔ e ɒ ʂ ɻ̩ b̞ i ɡ lʲ æ a ʁ a n t a n o t i k iː p e ʂ uə o s uː tʰ o ŋ tʰ a ɪ t a
no,ɒ ð ə t ɹ̩ tʂ a o ð e ɾ ʌ ŋ ɴ b p uə tʂ ɒ ŋ b̞ a ɪ d i e ɾ ɔ
no,a ʁ t̪ ɪ s k a l b i l a l ʐ u ɔ sː e ə tʂʰ uə l ɒ g e
no,ij i æ x uə k͡p̚ e ʂ ɻ̩ m ʌ ɴ ʌ ʁ uə ɴ ʌ n ɡ ɴ iː ɒ ʂ t͡ɕ i ʌ b̞ ɒ a p e ɪ d i ɪ t ɪ s̪ uə e ð ʌ a
no,s a ŋ k͡p̚ ɒ m j a b̞ ɒ d j æ lʲ ɪ s̪ ʔ ɒ l̪ s̪ ә t̪ ɒ m ɛ ɴ æ b̞ iː b uə lʲ ɕ iː b̞ a ɒ ð e b uə ɾ i k
no,tʰ ɒ l̪ ɒ ɪ tʂ u ŋ̟ ɴ lʲ i t ʌ k ʌ m ɒ b̞ o m a o ә
no,l o ŋ ɕ i k o uə p j e ɾ ɪ
no,ʏ d ɪ ɴ d i ð ɔ l̪ ә ʂ a ʁ s̪ ә ŋ̟ ɒ ð e
no,ʌ ʁ ð iː p ɾʲ i e s ɴ o uə ð ɪ s t a m i ɪ lʲ j ɪ s m i p o ɾ ɪ s t a ð o ŋ a ð ɒ
no,pʲ ɛ l̪ l
no,m e ɪ t͡ɕ i ɒ v ɒ tʂ uə p ʌ p iː z ʌ ɾ uə s o ŋ mʲ æ ɴ d e a
no,n e tː ɔ k͡p̚ tʂ s̪ ɒ o n m b ɤ
no,iː i lʲ e ɾʲ i s ɒ n o k iː ɾ o t̪ n uə x a ɪ ɾ o n uə
no,s̪ ɒ t ɒ s̪ ә k͡p̚ o ɾ ɒ a ʔ a x ɒ ŋ b̞ e lʲ d i iː tʂ ɨ tʂ ɾ ɨ k f uə ɾ ɒ
no,ʂ iː ɒ t̪ ɒ ɲ b̤ ɒ h ɒ
no,u d iː s p ɒ n ɴ ɹ̩ f ɾ ɒ iː
no,ɒ t̪ t iː l a f ʌ ɾ p e lʲ t iː
no,ɑ ɡ f ɑ k s ʌ n ð ə f u n æ tʰ ɪ f t ə ɹ ɾ æ tʰ b ɛ s t ə ɾʲ i k ɑ m
no,m ɛ k ə m ɔ̃ s w uə s i ɪ s ð ɛ ɹ ð æ n f o ʏ tʰ
no,b ɤ̆ ɳ b a kʰ a p i ɟ lʲ ʌ b ɨ ɒ j d e iː ɒ
no,s ʊ m ɒ n ɔ ʁ t̪ʰ ɨ u lʲ e d e l ʔ ɒ l̪ s ә n ɛ ɳ iː b̞ j e s iː ŋ
no,ʌ z s ɛ tʰ s o w
no,n a ʀ a lʲ o m iː n lʲ i t͡ɕ i ʌ o ð l a lʲ i k iː lʲ e tɕ y p o m uə ɾ ɒ ʀ a n o ɪ
no,n lː tʂ æ ʌ t̪ uə ʂ i uə ɒ ʌ v ʌ ɪ k͡p̚ e ɴ tʂʰ o ʁ m i
no,w æ n ɳ b̥ ɑ tʰ iː tʲ i a j l u s t l i f ɹ ɾʲ ɛ s t
no,l a k a ɒ o l̪ o z ɪ m æ l i k e l ɛ e s t ɔ pʰ iː l lʲ ɪ a s n o
no,t͡ɕ i æ ɴ ʁ o uə ɕ i æ a m o l̪ b̞ i a o n ɨ ʌ j o ɾ
no,ʂ ɒ m o s̪ ʌ b̞ a o ts uə p uə
no,ɒ s ɯ
no,ʔ o ð uː k͡p̚ j i s t̪ ɒ b ʌ ɴ n j i j e n iː ʂ t̪ ɨ n ɒ l̪ b u ʔ u s ɒ u a
no,d a m ʌ n kʰ o ɴ tʰ e ɾ n uə uː o t͡ɕ y iː ɴ tʂʰ a
no,k͡p̚ ɒ t e ɴ iː ʂ ɒ ʁ ә ɒ s uə
no,ɒ ɪ t̪ ɾ ɒ b iː s a tʂ ɻ̩ m uə ts a o ɒ l ɒ v e
no,ʔ ɒ l̪ ɒ m i n æ ɒ w ɑ z u
no,ŋ iː e a m e n a ɾʲ i k ɾ e a o l ɕ i tʂ e ɾ a o
no,l ɒ ʁ ʂ i iː n ɴ t ɾ ʌ t a ʂ ʌ a lʲ e n e ɳ e k a t̪ i b̞ lʲ æ n e
no,iː tʂ e ɾ f uə o ɾ m ɪ uə i œ e ʂ ɾ ɪ tʲ i ŋ tʲ e æ ð ɾ ʌ m ʌ ɾ e a f uə
no,ɒ ɳ d e ʀ ɒ m t ɪ uə k͡p̚ uə t̪ uə l a ɕ i j a l̪ lʲ ɪ ʁ uə pʰ uə t a o lʲ ɪ j ə n
no,k ɨ b ɒ ɳ o x h ɒ ɾ ɒ s̪ ʏ l̪
no,k ɑ j n d j u d ə n ʌ k ə ɔ m d ɒ j m i ɪ n d ə ɾ ɛ k t ə b̥ a j ɳ ә l ɪ ŋ
no,ʁ o n a ɾ ʌ ɪ ɡ o uə iː p u f e ɪ iː s æ n p e tɕ i iː t uə ʌ lʲ e
no,b uə s̪ uː ɨ
no,ɾ ɒ t̪ n ɔ ɾʲ i m uə
no,lʲ ɪ z o m
no,ʔ ɤ n uː j l i t͡ɕ ɒ ŋ̟
no,s ɒ l ɪ b̞ a f a o ɪ f a l i dʲ e f i l ɴ s̪ k ʌ p ɒ n a m o
no,k͡p̚ uə o m uə o ɾ ɒ a ʂ ʌ tʂ ɒ i iː
no,t̪ʰ i l ɪ ʁ ɒ lʲ e t̪ m e ɡ iː d e ɳ ʔ a ɴ a m b æ ɴ d m ɨ s̪ tʂ e h æ t̪ iː m ʔ ɒ l̪ uə o
no,ð e j w ɒ l θ ɪ ŋ z t ə m ɪ n ɔ l̪ l ð ə s tʲ iː ɰ m s ɯ ɒ
no,m e j d k u n t ʌ k t ɔ l̪ k l æ n b̥ ə ts o w ɾʲ ɪ tʰ k iː
no,o t͡ɕ ɛ d͡ʒ iː m ɒ ɾ ɒ t̪ʰ e s̪ b e ɴ iː s̪ m e ɒ ɾ ɒ ts u l̪ a ɾ ɯ ɳ
no,ʔ a lʲ ɒ ʁ ɒ l ɒ a u ŋ̟ ә g a ð ɒ æ m ʌ m b ʌ m e ɴ
no,tɕ i ɴ
no,s̪ uə ð e n
no,lʲ a ʂ ɻ̩ iː ɴ ɒ l ɒ o a lʲ e æ ʌ
no,t̪ uə d ɒ x a ʂ ɒ d ɴ u ɪ j a ŋ̟ ð ɹ̩ ɾ j l ɔ n s o ŋ̟
no,uə tʰ a lʲ ɪ t̪ ɪ ɾ ɒ o ʔ u b̥ ʌ b̞ a o ɾ ɴ uə b̞ ʌ n ɴ d i æ n ɴ f uə a
no,o s ɻ̩ t ɤ x ʌ f ɛ ɾ tsʰ a ɾ lʲ
no,ð e uə lʲ ɨ d e ɪ i ɴ i ɴ ɒ tʂ ɪ k͡p̚ ʌ ɴ tʰ a ð e p uə o n o ŋ w o t ɪ ɾ e iː
no,f ɔ ɾ ɒ a s̪ e ʃ k͡p̚ y ð e lʲ e b ɪ n ɪ d ɪ
no,i z ʌ
no,d ɨ z ð e m e s ʌ ð e s̪ e n s ɪ e l lʲ a m s uə o ɪ s e æ b̞ uə l ɒ
no,ð e l a ʁ t͡ɕ iː j e k͡p̚ a ɯ m e ð e
no,ɒ l̪ lʲ iː lʲ iː tʂ ə p i iː ɴ z ɒ l̪ ә m ɒ ɾ m ә h ɯ
no,e t ə ɾ ɔ tʂ uː ɾ iː ə k e ə e ʂ k͡p̚ e n tʂ ɪ t a n ɪ i ŋ s k a l̪ m o ɾ ɪ k ɾ ɻ̩ n ə f uə
no,p o w lʲ ə s ə s ɕ y iː l ɤ g ʏ tʰ ɒ ɳ d ʌ m ɔ ɹ ð ə m ʔ iː s ts ɑ lʲ ij j ɔ f
no,m a tʂʰ o p ɒ o n i o ɾ e æ tʂ a m e ɴ uə ɒ ɾ b̤ e
no,a ɒ l̪ d͡ʒ u n æ n p ɒ l̪
no,ts o l̪ iː i n ɪ m a ɪ s lʲ e s̪ e ɛ e k s uə n e n iː ɴ o s a l ɪ k e ʌ s o t̪ t iː i b̞ uə o ɾ kʰ ʌ ʋ
no,s̪ ә m ɒ ɛ ɨ
no,m e ɴ uə f o t̪ i æ n tʂ ʂ ə ʌ n x a ɪ t̪ ʌ ŋ s̪ ɒ t̪ ɹ̩ ʂ uə o ɴ ʁ ʌ f uə
no,e s i s ʌ ð æ β ɒ d iː u ʂ o uə o t̪ʰ e s œ l̪ lʲ i ɴ ŋ m ɒ l̪ ð ɒ
no,ʂ ə ɡ ə
no,m ʌ ɡ uə uː s lʲ a k s o f e lʲ j a ð e ɾ e s o n o a l̪ lʲ e ɪ s p uə n
no,n ɤ̆ ɳ tsʰ ɒ ʂ t œ ð tʂ uə ʂ t̪ o b iː t̪ tʂ i k ʌ n ɳ iː n ɕ i s̪ a o tʂ a n m a
