lang,phonemes
en,ə vk ˈɔ ɹ s
en,ˈɪ zˈɔ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ zə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,k ə nj ˈus ˈeɪð ˈæ tə ɡ ˈɛ n‖
en,s ˈoʊ l ɚp ˈɪ k t͡ʃ ɚf ɚ
en,m ˈɑ ɹ ʃ ə ls t ˈɔ l m ə n
en,d ɪ s p l ˈeɪs ˈoʊ v i ə tw ˈeɪ vh ˈoʊ ms k ɹ ˈi n
en,f ˈaɪ n df ˈaɪ l
en,m ˈaɪ ɪ ɡ ɹ
en,p l ˈeɪð əˈæ l b ə mh ˈoʊ l im ˈaʊ n t ə nb ˈaɪs l ˈi p
en,t ˈoʊ t ə lf j ˈu t͡ʃ ɚ ˌɪ z ə mk ˈɑ m ɪ k s
en,ˈɪ zh ˈʌ b ə lf ˈoʊ t oʊ zp ˈʌ b l ɪ k
en,l ˈɪ s tp ˈɑ p j ə l ɚf ˈɪ l m z
en,w ˈʌ tˈɑ ɹð əm ˈoʊ s tp ˈɑ p j ə l ɚf l ˈɪ k sp l ˈeɪ ɪ ŋn ˈaʊ
en,s t ˈɑ ps ˈɪ pp ɹ aɪ ˈɔ ɹ ə t i
en,s ˈʌ nf ˈoʊ t oʊf ɚm ˈɪ l j ə nd ɪ ɡ ɹ ˈi z
en,ˈɑ ɹh ˈʌ b ə ld ˈæ t əp ˈʌ b l ɪ k
en,t ˈɛ lm ˈiə b ˈaʊ tw ˈɛ bt ˈɛ l ə s k ˌoʊ p
en,ˈæ ɡ ɹ ɪ k ˌʌ l t͡ʃ ɚ p ɚ n
en,d ˈɪ dh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tp l ˈæ n ə t s
en,n ˈɛ k s tˈaʊ ɚ z
en,ˈɪ zˈɔ lh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pˈɪ m ɪ d͡ʒ ɪ zp ˈʌ b l ɪ k
en,k ə nh ˈʌ b ə lt ˈeɪ kp ˈɪ k t͡ʃ ɚ zə vp l ˈæ n ə tˈɚ θ
en,t ə d ˈeɪk w ˈoʊ t
en,s w ˈɪ t͡ʃj ˈʊ ɹˈaɪɪ l ˌu m ɪ n ˈeɪ ʃ ə n
en,ʃ ˈoʊm ˈaɪl oʊ k ˈeɪ ʃ ə nf ɹ ˈʌ ms p ˈeɪ sd ˈeɪ zə ɡ ˈoʊ
en,ʃ ˈoʊm ˈis t ˈoʊ n dm ˈɛ d oʊə vd ˈu m
en,ˈɑ ɹh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pˈɪ m ɪ d͡ʒ ɪ zp ˈʌ b l ɪ k
en,ˈæ s kb ɪ f ˈɔ ɹɹ ɪ d͡ʒ ˈɛ k t ɪ ŋk ˈɔ l z
en,ˈɪ m ɪ d͡ʒə vð əs ˈʌ nf ɚˈæ ŋ s t ɹ ə m
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pt ˈeɪ kd ˈæ t əə vˈɚ θ
en,n ˈɛ t w ˌɚ k
en,d ɪ s p l ˈeɪs t ˈoʊ n dm ˈɛ d oʊə vd ˈu ms k ˈɪ l
en,w ˈʌ td ˈeɪ tw ə zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pɪ n ˈeɪ b ə l d
en,ˈaɪɪ k s p l ˈeɪ nˈɪ tt əj ˈu
en,ʃ ˈoʊm ˈiəɹ ˈæ n d ə mf ˈoʊ t oʊ
en,d ɪ s p l ˈeɪs k ˈi f ih ˈɔ ɹ ɚh ˈoʊ ms k ɹ ˈi n
en,k ˈæ n s ə lð əə l ˈɑ ɹ m z‖
en,h ˈaʊl ˈɔ ŋ
en,k ə nh ˈʌ b ə lf ˈaɪ n dˈɛ n ip l ˈæ n ə t s
en,s t ɹ ˈɪ p s
en,b ɪ ɡ ˈɪ nɹ i k w ˈaɪ ɹ ɪ ŋ
en,ˈɑ ɹj ˈum ˈʌ ŋ k ip ˈæ t͡ʃ t
en,ˈoʊ p ə ns k ˈi f ih ˈɔ ɹ ɚ
en,k ə nj ˈuh ˈɪ ɹð ˈæ t‖
en,b ˈɪ t͡ʃ ˈu tɹ ɪ p ˈi t
en,d ɪ s p l ˈeɪb l ˈæ km ˈɛ t ə ls k ˈɪ l
en,ʃ ˈoʊk ˈʌ l tm ˈu v ik l ˈæ s ɪ k ss k ɹ ˈi n
en,ɹ ˌi p ɹ ə d ˈu s ɪ ŋ
en,p ˈaʊ ɚw ˈɔ ʃ ɪ ŋp ˈɔ ɹ n
en,s ˈʌ n s p ˌɑ td ˈeɪ zə ɡ ˈoʊ
en,s p ˈæ n ɪ ʃˈʌ s
en,m ˈaɪh ˈaʊ sf ɹ ˈʌ mˈɔ ɹ b ɪ tp ˈæ s tw ˈi k ˌɛ n d
en,s p ˈi k ɚ
en,t ˈɛ lm ˈiə b ˈaʊ tð əh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ p
en,ʃ ˈoʊm ˈiw ə t st ɹ ˈɛ n d ɪ ŋˈɔ nj ˈu t ˌu b
en,t ˈɛ lm ˈiə b ˈaʊ tw ˈɛ bs p ˈeɪ st ˈɛ l ə s k ˌoʊ p
en,ʃ ˈoʊə vð əs ˈʌ nˈɪ nk ˈɛ l v ɪ n
en,d ˈʌ s t
en,n ˈoʊ t ɪ f ˌaɪm ˈiə vi m ˈeɪ l
en,d ɪ s p l ˈeɪl ˈeɪ t ɪ s tf j ˈu t͡ʃ ɚ ˌɪ z ə mk ɑ ɹ t ˈu n
en,ˈɑ ɹ t ɪ s tə vð əd ˈeɪ
en,s t ˈɑ pf ˈoʊ np ɹ aɪ ˈɔ ɹ ə t i
en,l ˈaɪ k tb ɹ ˈæ n d z
en,ʃ ˈoʊm ˈim ˈaɪl ˈæ s tp ˈɪ k t͡ʃ ɚ
en,s ˈɛ tð əˈɛ n t ɪ t it ˈɛ m p ɚ ɪ t͡ʃ ɚt ət ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,d ɪ s ˈeɪ b ə ln ˈoʊ dɹ ˈɛ dp ɹ aɪ ˈɔ ɹ ə t i
en,w ˈɪ lh ˈʌ b ə lf ˈaɪ n dn j ˈup l ˈæ n ə t s
en,ʃ ˈoʊɹ ˈɛ s t ɪ ŋf ˈeɪ ss ˈɛ t ɪ ŋ z
en,d͡ʒ ˈeɪ m zw ˈɛ bt ˈɛ l ə s k ˌoʊ pˈɪ m ɪ d͡ʒ
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pt ˈeɪ kˈɪ m ɪ d͡ʒ ɪ zə vp l ˈæ n ə tˈɚ θ
en,s ˈoʊ l ɚf ˈoʊ t oʊˈæ tm ˈɪ l j ə nd ɪ ɡ ɹ ˈi z
en,ʃ ˈoʊb l ˈæ km ˈɛ t ə ls k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,v ˈɔɪ s ɪ z
en,w ˈɪ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaɪ n dp l ˈæ n ə t s
en,ɹ i l ˈoʊ d
en,t ˈɪ n d ɚ
en,ˈɑ ɹh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pd ˈæ t əə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,ʃ ˈoʊm ˈik ˈʌ l tm ˈu v ik l ˈæ s ɪ k sh ˈoʊ ms k ɹ ˈi n
en,d ɪ s p l ˈeɪd ˈʌ s ts k ˈɪ lh ˈoʊ m ə s k ɹ ˈi n
en,b ˈɑ ɹ k
en,ˈoʊ p ə ns t ˈoʊ n dm ˈɛ d oʊə vd ˈu mm ˈɛ n j u
en,ˈɑ ɹ tp ˈɔ ɹ n
en,ˌɪ n t ɹ oʊ d ˈu s t
en,ˈɛ fd ˈʌ b ə l j ˌuˈip ˈip ˈi
en,m ˈoʊ d ə l ə n
en,n ˈʌ m b ɚə vs ˈʌ n s p ˌɑ t sl ˈæ s tm ˈʌ n θ
en,ɹ ˈi n ɪ m ə t ɚ
en,ʃ ˈoʊm ˈaɪl oʊ k ˈeɪ ʃ ə nf ɹ ˈʌ mˈɔ ɹ b ɪ td ˈeɪ zə ɡ ˈoʊ
en,t͡ʃ ˈeɪ n d͡ʒˈaɪk ˈʌ l ɚ z
en,ˈoʊ p ə nk ə ks k ɹ ˈi n
en,θ ˈɪ ŋ zk ˈʌ tˈɪ nh ˈæ fp ˈɔ ɹ n
en,d ˈɪ dh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tˈeɪ l i ə np l ˈæ n ə t s
en,w ˈʌ tə l ˈɑ ɹ m zd ˈuˈaɪh ˈæ v
en,ˈeɪ t͡ʃp ˈip ˈɑ d k ɹ ˌæ f t
en,w ˈeɪ km ˈiˈʌ p
en,ʃ ˈoʊɹ ˈæ n d ə mf j ˈu t͡ʃ ɚ ˌɪ z ə mk ɑ ɹ t ˈu n z
en,s ˈip ˈɔ ɹ n
en,s ˈoʊ l ɚˈɪ m ɪ d͡ʒˈɪ nm ˈɪ l j ə nd ɪ ɡ ɹ ˈi z
en,k l ə t
en,ʃ ˈoʊk ˈʌ l tm ˈu v ik l ˈæ s ɪ k s
en,s ˈoʊ l ɚp ˈɪ k t͡ʃ ɚˈɪ nm ˈɪ l j ə nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,l ˈɪ s tð əm ˈoʊ s tp ˈɑ p j ə l ɚf l ˈɪ k sˈaʊ t
en,w ˈʌ tˈɪ zm ˈaɪˈɪ n p ˌʊ tl ˈæ ŋ ɡ w ɪ d͡ʒ
en,ʃ ˈoʊs ˈoʊ v i ə ts ˈɪ n θw ˈeɪ v
en,ʃ ˈoʊm ˈis ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ɹ ˈi n
en,s ˈʌ nf ˈoʊ t oʊˈɪ nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,s ˈʌ np ˈɪ k t͡ʃ ɚf ɚm ˈɪ l j ə nk ˈɛ l v ɪ n
en,w ˈɛ ɹd ˈuj ˈʊ ɹɹ ˈæ n d ə mk w ˈoʊ t sk ˈʌ mf ɹ ˈʌ m
en,p ˈoʊ k i m ˌɑ n
en,ˈoʊ p ə ns ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ˈɪ lm ˈɛ n j u
en,s ˈʌ n d ˌeɪ z
en,d ˌi ˈæ k t ɪ v ˌeɪ tˈɔ t oʊv ˈɑ l j u m
en,s k ˈi f iʃ ˈɔ ɹ tm ˈu v i zs k ɹ ˈi n
en,w ˈʌ tˈɑ ɹð əp ˈɑ p j ə l ɚf ˈɪ l m zˈaʊ t
en,n j ˈuˈɪ m ɪ d͡ʒ
en,ʃ ˈoʊm ˈih ˈɔ ɹ ɚˈɔ d i oʊs k ˈɪ ls k ɹ ˈi n
en,ˈaɪw ˈɔ n tt ək l ˈɪ ɹ
en,d ˈɪ dh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈeɪ l i ə np l ˈæ n ə t s
en,ɹ i m ˈu və l ˈɑ ɹ m z‖
en,ˈɪ zð əm ˈʌ ŋ k ip ˈæ t͡ʃd ˈʌ n
en,p ˈɪ k t͡ʃ ɚə vð əs ˈʌ nf ɚˈæ ŋ s t ɹ ə m
en,ʃ ˈoʊd ɪ v ˈaɪ sf ˈæ k t ɚ iɹ i s ˈɛ ts ˈɛ t ɪ ŋ z
en,w ˈʌ tˈɪ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pm ˈɪ ʃ ə n
en,t ˈɛ lm ˈiə b ˈaʊ td ɪ s k ˈʌ v ɚ i
en,w ˈi kd ˈeɪ z
en,b ɹ ˈɪ t ɪ ʃ
en,d ˈuˈaɪh ˈæ vˈɛ n in j ˈui m ˈeɪ l z
en,b l ˈæ km ˈɛ t ə lh ˈoʊ ms k ɹ ˈi n
en,s ˈʌ nf ˈoʊ t oʊˈɪ n
en,ʃ ˈɔ ɹ t
en,ˈoʊ p ə ns ˈis ˈis ˈim ˈɛ n j u
en,ˈɑ ɹð ək ˈʌ l ɚˈɪ nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pp ˈɪ k t͡ʃ ɚ zɹ ˈi l
en,w ˈɛ nd ˈɪ d
en,p l ˈeɪh ˈoʊ l im ˈaʊ n t ə nf ɹ ˈʌ mð əˈæ l b ə mk ˈɔ l dh ˈoʊ l im ˈaʊ n t ə n
en,ˈis p ˈi k
en,w ˈʌ tˈɪ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pm ˈɪ ʃ ə n
en,s ˈʌ ns p ˈɑ t sj ˈɛ s t ɚ d ˌeɪ
en,ɡ ˈi k i
en,n ˈoʊ t ɪ f ˌaɪ
en,w ˈɛ nw ə zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pɪ n ˈeɪ b ə l d
en,s ˈoʊ l ɚˈɪ m ɪ d͡ʒf ɚm ˈɪ l j ə nd ɪ ɡ ɹ ˈi z
en,d i b ˈʌ ɡ ɪ ŋ
en,ɪ n ˈeɪ b ə lm ˈaʊ sæ k t ˈɪ v ɪ t i
en,h ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pm ˈɪ ʃ ə nə b d͡ʒ ˈɛ k t ɪ v z
en,n ˈæ t͡ʃ ɚ ˈɛ ɡ ɪ f s
en,d ˈʌ zh ˈʌ b ə lt ˈeɪ kd ˈæ t əə vð əm ˈu n
en,b ɹ ˈæ n d
en,t ˈeɪ l zˈæ n dt ˈu n z
en,d͡ʒ ˈeɪ m zw ˈɛ bt ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaɪ n dˈeɪ l i ə np l ˈæ n ə t s
en,ɪ ɡ n ˈɔ ɹ
en,w ˈɛ ɹˈɪ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pp ˈɔɪ n t ɪ ŋˈæ tn ˈaʊ
en,s ˈʌ nf ˈoʊ t oʊˈæ tt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,h ˈʌ b ə ls ˈaɪ td ɪ s p l ˈeɪ
en,v ɚ d͡ʒ ˈɪ n j ə
en,k ˈʌ l ɚt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,h ˈɪ m ɪ m
en,ɹ ˈɪ t͡ʃ ɚ d
en,t ˈɛ ləs t ˈɔ ɹ i
en,w ˈʌ td ˈɪ dj ˈuθ ˈɪ ŋ kˈaɪs ˈɛ d‖
en,s ˈʌ n s p ˌɑ tk ˈaʊ n tj ˈɪ ɹ zə ɡ ˈoʊ
en,d ɪ s p l ˈeɪˈɪ m ɪ d͡ʒ
en,s ˈif ˈih ˈɔ ɹ ɚm ˈu v im ˈɛ n j u
en,l ˈeɪ t ɪ s tf j ˈu t͡ʃ ɚ ˌɪ z ə mk ˈɑ m ɪ k
en,ʃ ˈoʊh ˈɔ ɹ ɚˈɔ d i oʊs k ˈɪ lh ˈoʊ m ə s k ɹ ˈi n
en,t ˈɛ lm ˈiə b ˈaʊ tˌɪ n t ɚ n ˈæ ʃ ə n ə ls p ˈeɪ ss t ˈeɪ ʃ ə n
en,ʃ ˈoʊf ɹ ˈʌ mð əh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ p
en,m ˈeɪ kv ˈiˈoʊˈaɪp ˈiəf ˈɔ lb ˈæ k
en,ʃ ˈoʊss ˈɛ t ɪ ŋ z
en,ʃ ˈoʊf ɹ ˈʌ mh ˈʌ b ə ls ˈaɪ t
en,ɹ ˈi t ˌeɪ l p ɚ n
en,t ˈɛ lm ˈiə b ˈaʊ th ˈʌ b ə lt ˈɛ l ə s k ˌoʊ p
en,d ɪ s ˈeɪ b ə lv ˈiˈoʊˈaɪp ˈik ˈɑ n v ɚ s
en,w ˈʌ tˈɑ ɹð əh ˈaɪ ɪ s tɹ ˈeɪ t ɪ dm ˈu v i zp l ˈeɪ ɪ ŋn ˈaʊ
en,d ˈʌ zh ˈʌ b ə lt ˈeɪ kp ˈɪ k t͡ʃ ɚ zə vˈaʊ ɚp l ˈæ n ə t
en,l ˈæ fɹ ˈæ n d ə m l i
en,n ˈɔ ɹ θk ˌɛ ɹ ə l ˈaɪ n ə
en,v ˈæ l ə n t ˌaɪ nd ˈeɪ
en,d ɪ v ˈaɪ s
en,d ˈʌ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pt ˈeɪ kd ˈæ t əə vˈɚ θ
en,ʃ ˈoʊ ɪ ŋ
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈæ tt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,t ˈɛ lm ˈiə vm ˈeɪ l
en,d ɪ s p l ˈeɪs m ˈɑ d
en,s ˌaɪ ə n t ˈɑ l ə d͡ʒ i
en,d ɪ s p l ˈeɪf ɹ ˈʌ mw ˈɛ bt ˈɛ l ə s k ˌoʊ p
en,ˈɑ ɹˈɔ lh ˈʌ b ə lp ˈɪ k t͡ʃ ɚ zp ˈʌ b l ɪ k
en,ʃ ˈeɪ p t
en,s k ˈi f iʃ ˈɔ ɹ tm ˈu v i zm ˈɛ n j u
en,t ˈɚ nˈɔ fk ˈɔ l zp ɹ aɪ ˈɔ ɹ ə t i
en,m ˌɪ s ɪ s ˈɪ p i
en,w ˈeɪ k w ɚ d z
en,ɪ n ˈeɪ b ə ls p ˈɑ t ɪ f ˌaɪʃ ˈʌ f l ɪ ŋˈɔ n
en,d ɪ s ˈeɪ b ə lm ˈaɪ k ɹ ɔ f tb ˌæ k ˈɛ n d
en,s ˈʌ n s p ˌɑ tk ˈaʊ n td ˈeɪ zə ɡ ˈoʊ
en,w ˈʌ td ˈeɪ tw ə zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pɪ n ˈeɪ b ə l d
en,k j ˈu l ɪ n ˌɛ ɹ ip ˈɔ ɹ n
en,ʃ ˈoʊə n ˈʌ ð ɚp ˈɪ k t͡ʃ ɚ
en,ˈɪ zˈɔ lh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ zp ˈʌ b l ɪ k
en,p ˈɚ s ə n
en,w ˈɪ lh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaɪ n dn j ˈup l ˈæ n ə t s
en,d ɪ s p l ˈeɪ
en,d ɹ ˈɔəp ˈɪ k t͡ʃ ɚ
en,h ˈɛ l i oʊv j ˈu ɚw ˈɛ b p ˌeɪ d͡ʒ
en,w ˈʌ tˈɪ zt͡ʃ ˈæ n d ɹ əˈɛ k sɹ ˈeɪ
en,s ˌɛ n s ɪ t ˈɪ v ɪ t i
en,s ˈʌ ns ˈɛ t
en,t͡ʃ ˈɛ km vk ə n ˈɛ k ʃ ə n
en,n ˈɔ ɹ w ˌeɪ
en,s m ˈɑ dh ˈoʊ m ə s k ɹ ˈi n
en,k ə nh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaɪ n dˈeɪ l i ə np l ˈæ n ə t s
en,s n ˈoʊ b ˌɔɪ
en,k ə n t ˈɪ n j uf ˈɛ ɹ it ˈeɪ l
en,s ˈɚ t͡ʃf ɚð əm ˈoʊ s tp ˈɑ p j ə l ɚm ˈu v i zp l ˈeɪ ɪ ŋ
en,k ˈaʊ n tə vs ˈʌ n s p ˌɑ t sl ˈæ s tw ˈi k
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaɪ n dˌɛ k s oʊp l ˈæ n ə t s
en,s ˈɛ tˈaɪk ˈʌ l ɚ z
en,d ɪ l ˈi tt ˈaɪ m ɚ
en,ˈɪ nb ˈæ n d k ˌæ m p
en,z ˈu l ˌu
en,j ˈɛ s t ɚ d ˌeɪh ˈaʊm ˈɛ n is ˈʌ n s p ˌɑ t s
en,ʃ ˈoʊm ˈiəɹ ˈæ n d ə mk s k tk ˈɑ m ɪ k
en,ʃ ˈoʊm ˈis ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vh ˈoʊ m ə s k ɹ ˈi n
en,t ˈɔ kə b ˈaʊ td ˈiˈɛ ss ˈiˈoʊv ˈiˈɑ ɹ
en,m ˈaɪˈaʊ t p ˌʊ tl ˈæ ŋ ɡ w ɪ d͡ʒˈɪ z
en,m ˈeɪ kk ˈɔ l zəf ˈɔ l b ˌæ k
en,s ˈɪ s t ə mb ɹ ˈeɪ n
en,ɹ ˈu mp ˈɔ ɹ n
en,h ˈaʊm ˈɛ n is ˈʌ n s p ˌɑ t sw ˈi k sə ɡ ˈoʊ
en,m ˈeɪ kf ˈoʊ nə np ɹ aɪ ˈɔ ɹ ə t i
en,m ˈeɪ kn ˈoʊ də np ɹ aɪ ˈɔ ɹ ə t is k ˈɪ l
en,s t p ˈæ t ɪ s
en,w ˈaɪd ˈoʊ n tw ˈi
en,ˈɪ zm ˈaʊ sd͡ʒ ˈɪ ɡ l ɚs t ˈɑ p t
en,t ˈɛ lm ˈiəɡ ˈʊ df ˈɛ ɹ it ˈeɪ l
en,t ˈɚ nˈɔ ft ˈaɪ m ɚ‖
en,ə n ˈʌ ð ɚ
en,t ˈɛ lm ˈiˈɔ lə vm ˈaɪ
en,s t ˈɑ ɹ ʃ ˈɪ p ɚ n
en,h ˈɔ ɹ ɚb ˈæ b ə l
en,k ə nˈaɪt ɹ ˈʌ s tj ˈʊ ɹk w ˈoʊ t s
en,j ˈut ˈu b
en,ɹ i s t ˈɑ ɹ ts ˈɪ p
en,s ˈif ˈih ˈɔ ɹ ɚm ˈu v i zm ˈɛ n j u
en,l ˈɔ ɡ ˌɪ nˈɪ n t uv ˈiˈoʊˈaɪp ˈi
en,d ˈɪ dh ˈʌ b ə ll ˈoʊ k ˌeɪ tˈeɪ l i ə np l ˈæ n ə t s
en,ˈɪ zˈɔ lh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ zə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,w ˈɛ ɹd ˈuj ˈuɡ ˈɛ tj ˈʊ ɹf ˈæ k t s
en,s ˈeɪəd͡ʒ ˈoʊ k
en,ʃ ˈoʊm ˈaɪj ˈu z ɚv ˈɪ d i oʊ
en,ʃ ˈoʊm ˈis ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ˈɪ ls k ɹ ˈi n
en,w ˈʌ td ˈɪ dj ˈuh ˈɪ ɹm ˈis ˈeɪ‖
en,ˈoʊ m ˈɛ l ˈi t oʊm ˈu v i zs k ɹ ˈi n
en,f ˈɪ l m z
en,h ˈɛ l s k ˌeɪ p
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˌɛ k s oʊp l ˈæ n ə t s
en,m ˈɛ ɹ ə l ə n d
en,b ˈaɪd ɪ f ˈɔ l t
en,oʊ l ˈɪ m p ɪ k s
en,ʃ ˈoʊm ˈis t ˈoʊ n dm ˈɛ d oʊə vd ˈu ms k ˈɪ lm ˈɛ n j u
en,j ˈu z ɪ ŋ
en,m ə ʃ ˈi np ˈɔ ɹ n
en,ˈɪ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pˈɪ m ɪ d͡ʒ ɪ zə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,ʃ ˈoʊs t ˈoʊ n dm ˈɛ d oʊə vd ˈu mh ˈoʊ m ə s k ɹ ˈi n
en,ʃ ˈoʊb l ˈæ km ˈɛ t ə ls k ˈɪ l
en,d ˈʌ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈɛ n ip l ˈæ n ə t s
en,f ˈæ ʃ ə n
en,j ˈuw ˈɪ ls t ˈɪ ləl ˈɪ t ə lm ˈɔ ɹl ˈɚ n
en,t ˈu lp ˈɔ ɹ n
en,ˈoʊ p ə ns ˈoʊ v i ə tw ˈeɪ vh ˈoʊ ms k ɹ ˈi n
en,n j ˈuæ k t ˈɪ v ɪ t i z
en,d ɪ s ˈeɪ b ə ls p ˈɑ t ɪ f ˌaɪʃ ˈʌ f ə l
en,ˈoʊ p ə ns t ˈoʊ n dm ˈɛ d oʊə vd ˈu mh ˈoʊ m ə s k ɹ ˈi n
en,l ˈɪ s tð əm ˈoʊ s tp ˈɑ p j ə l ɚf l ˈɪ k sp l ˈeɪ ɪ ŋn ˈaʊ
en,p l ˈeɪs k ˈaɪl ˈaɪ vs t ɹ ˈi m
en,p ˈɪ k t͡ʃ ɚf ɹ ˈʌ mv ˈɪ z ɪ b ə lˌɪ n f ɹ ɚ ˈɛ dˈɪ m ɪ d͡ʒ ɪ ŋɹ ˈeɪ d i ə m ɪ t ɚs w ˈi tj ˈɪ ɹ zə ɡ ˈoʊ
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tˈeɪ l i ə np l ˈæ n ə t s
en,s ˈoʊ l ɚp ˈɪ k t͡ʃ ɚˈæ t
en,d ɪ s p l ˈeɪn j ˈup ˈɪ k t͡ʃ ɚ
en,s t ˈeɪ ʃ ə n z
en,ʃ ˈoʊm ˈim ˈaɪ
en,ə b ˈaʊ tð əˈaɪˈɛ sˈɛ s
en,n ə v ˈɑ d ə
en,ˈɑ ɹð ək ˈʌ l ɚˈɪ nh ˈʌ b ə lf ˈoʊ t oʊ zɹ ˈi l
en,s w ˈɪ t͡ʃj ˈʊ ɹɪ l ˌu m ɪ n ˈeɪ ʃ ə nl ˈɛ v ə l
en,ʃ ˈoʊm ˈiəə n ˈʌ ð ɚf ˈoʊ t oʊ
en,l ˈæ ŋ ɡ w ɪ d͡ʒ ɪ z
en,s ˈeɪð ˈæ tw ˈʌ nm ˈɔ ɹt ˈaɪ m‖
en,w ˈɪ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈeɪ l i ə np l ˈæ n ə t s
en,ʃ ˈoʊm ˈik ˈʌ l tm ˈu v ik l ˈæ s ɪ k s
en,s ˈʌ nd ɪ s p l ˈeɪˈæ tt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,n i ˈæ n
en,ɹ i m ˈu vˈɔ lð əə l ˈɑ ɹ m z‖
en,ʃ ˈoʊm ˈaɪh ˈaʊ sf ɹ ˈʌ mˈɔ ɹ b ɪ td ˈeɪ zə ɡ ˈoʊ
en,k l ˈʌ bk ə m ˈæ n d z
en,ˈoʊ p ə nk ə kh ˈoʊ ms k ɹ ˈi n
en,m ˈeɪ kv ˈiˈoʊˈaɪp ˈif ˈɔ lb ˈæ ks k ˈɪ l
en,s t ˈæ t ə sə vð ət ˈaɪ m ɚ
en,ˈɛ n in j ˈu
en,ɹ ɪ d ˈu sz ˈu m
en,m ˈɪ ʃ ə nə vh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ p
en,ʃ ˈɑ t k ˌʌ t
en,ʃ ˈoʊm ˈih ˈɔ ɹ ɚɹ ˈi d ɪ ŋ zh ˈoʊ ms k ɹ ˈi n
en,ˈæ n s ɚk ˈɔ l
en,w ˈʌ tˈɑ ɹð ət ˈɑ pf ˈɪ l m zˈaʊ t
en,k ˈʌ m z
en,j ˈɛ s t ɚ d ˌeɪs ˈʌ n s p ˌɑ tk ˈaʊ n t
en,ˈɪ zˈɔ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pˈɪ m ɪ d͡ʒ ɪ zp ˈʌ b l ɪ k
